Date,symbol,Open,High,Low,Close,Trades,Volume,vwap,lastSize,turnover,homeNotional,foreignNotional
2019-12-05 00:00:00+00:00,XBTUSD,7294.5,7800,7080.5,7192.5,725568,3113468342,7319.0368,62416,4.25E+13,425399.0593,3113468342
2019-12-06 00:00:00+00:00,XBTUSD,7192.5,7480,7140,7391.5,650614,2243820337,7329.7662,2000,3.06E+13,306125.9468,2243820337
2019-12-07 00:00:00+00:00,XBTUSD,7391.5,7645,7289.5,7538.5,572759,1979172181,7416.197,50,2.67E+13,266882.1486,1979172181
2019-12-08 00:00:00+00:00,XBTUSD,7538.5,7640,7479,7501.5,344698,1010214682,7535.2272,50,1.34E+13,134072.8581,1010214682
2019-12-09 00:00:00+00:00,XBTUSD,7501.5,7579,7387.5,7512.5,350963,1093316907,7488.393,100,1.46E+13,146007.7662,1093316907
2019-12-10 00:00:00+00:00,XBTUSD,7512.5,7689,7276.5,7332.5,538305,2231926258,7459.3466,6,2.99E+13,299219.2647,2231926258
2019-12-11 00:00:00+00:00,XBTUSD,7332.5,7395,7155,7218,452220,1665738486,7285.9745,10,2.29E+13,228624.3908,1665738486
2019-12-12 00:00:00+00:00,XBTUSD,7218,7266.5,7122,7196.5,319146,1154448620,7202.0166,1,1.60E+13,160301.9982,1154448620
2019-12-13 00:00:00+00:00,XBTUSD,7196.5,7445,7050,7187,489708,1750691296,7176.6901,9,2.44E+13,243946.097,1750691296
2019-12-14 00:00:00+00:00,XBTUSD,7187,7300,7182,7242,277535,946762102,7230.1352,3000,1.31E+13,130950.2047,946762102
2019-12-15 00:00:00+00:00,XBTUSD,7242,7263.5,6994,7060.5,364401,1255852592,7129.6164,40000,1.76E+13,176156.5318,1255852592
2019-12-16 00:00:00+00:00,XBTUSD,7060.5,7202,7011.5,7107.5,382570,1291636709,7092.1986,20000,1.82E+13,182131.3708,1291636709
